trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.002, 'e': 0.933766344867846}",20,0,-97.55039792911417,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
184,False,"{'a': 0.002, 'e': 0.9330487113337409}",20,0,-162.359612246003,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
185,False,"{'a': 0.002, 'e': 0.9323273456060345}",20,0,-18.429528821262508,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
186,False,"{'a': 0.002, 'e': 0.9316022505701886}",30,0,-163.18350329386058,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
187,False,"{'a': 0.002, 'e': 0.9308734291265828}",20,14,-5.075501269955069,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.9301408841905014}",25,0,-130.73385215355887,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.9294046186921237}",30,0,-196.7685954181858,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
190,False,"{'a': 0.002, 'e': 0.9286646355765102}",20,0,-141.6943452025109,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
191,False,"{'a': 0.002, 'e': 0.9279209378035927}",25,0,-125.1256452930345,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
192,False,"{'a': 0.002, 'e': 0.9271735283481612}",20,3,-68.81800420526892,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
193,False,"{'a': 0.002, 'e': 0.9264224101998526}",25,0,-199.93549299321538,"{0: 12, 1: 1, 2: 7, 3: 3, 4: 2}",0
194,False,"{'a': 0.002, 'e': 0.9256675863631385}",20,0,-19.784520809659956,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.002, 'e': 0.9249090598573131}",20,0,-102.02697130615691,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
196,False,"{'a': 0.002, 'e': 0.9241468337164814}",25,0,-115.41560469695389,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
197,False,"{'a': 0.002, 'e': 0.9233809109895471}",25,0,-165.24744089593776,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.9226112947402}",20,0,-99.47797291328044,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.9218379880469041}",20,0,-91.95253374677246,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.002, 'e': 0.9210609940028851}",30,6,-79.52014183367335,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
201,False,"{'a': 0.002, 'e': 0.9202803157161181}",20,0,-113.38839712574183,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
202,False,"{'a': 0.002, 'e': 0.9194959563093155}",20,0,-120.82806609018606,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.9187079189199134}",30,0,-137.54702463577368,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 3}",0
204,False,"{'a': 0.002, 'e': 0.9179162067000607}",25,0,-171.10108684579757,"{0: 13, 1: 5, 2: 2, 3: 3, 4: 2}",0
205,False,"{'a': 0.002, 'e': 0.9171208228166051}",20,0,-59.09484554407673,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
206,False,"{'a': 0.002, 'e': 0.916321770451081}",20,0,-122.76827755524103,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
207,False,"{'a': 0.002, 'e': 0.9155190527996969}",30,0,-225.9399498632115,"{0: 14, 1: 1, 2: 12, 3: 0, 4: 3}",0
208,False,"{'a': 0.002, 'e': 0.9147126730733223}",20,0,-54.34528994947288,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.002, 'e': 0.913902634497475}",20,0,-106.27549073066335,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
210,False,"{'a': 0.002, 'e': 0.9130889403123083}",20,0,-57.979736094239726,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.002, 'e': 0.9122715937725977}",30,0,-145.52156413532504,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.9114505981477284}",20,0,-120.84191149861101,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
213,False,"{'a': 0.002, 'e': 0.9106259567216819}",25,6,-44.435253093903476,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.9097976727930226}",30,0,-111.1277346817151,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.9089657496748851}",20,0,-26.998008845783435,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.9081301906949609}",20,0,-122.43176643036374,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
217,False,"{'a': 0.002, 'e': 0.9072909991954848}",20,12,-10.366485157599262,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.9064481785332217}",20,0,-78.82446647285096,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
219,False,"{'a': 0.002, 'e': 0.9056017320794529}",20,0,-36.22653122573763,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.9047516632199635}",20,0,-76.57142693976091,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.9038979753550274}",25,0,-64.0413652927802,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.903040671899395}",25,0,-144.53435840252246,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
223,False,"{'a': 0.002, 'e': 0.9021797562822791}",20,0,-76.21966637879343,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.901315231947341}",25,0,-278.895761414529,"{0: 10, 1: 0, 2: 9, 3: 2, 4: 4}",0
225,False,"{'a': 0.002, 'e': 0.9004471023526769}",20,0,-82.44729114171484,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.899575370970804}",20,0,-101.56690987315442,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
227,False,"{'a': 0.002, 'e': 0.8987000412886466}",20,0,-121.44077515657163,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
228,False,"{'a': 0.002, 'e': 0.8978211168075223}",30,16,-28.751460734113255,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.896938601043128}",20,0,-32.723591232820475,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.002, 'e': 0.8960524975255253}",20,6,-22.381858348424682,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.8951628097991272}",20,0,-81.3795364043684,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
232,False,"{'a': 0.002, 'e': 0.8942695414226836}",20,0,-25.627089443751615,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.8933726959692665}",35,0,-199.93656161431736,"{0: 19, 1: 5, 2: 8, 3: 0, 4: 3}",0
234,False,"{'a': 0.002, 'e': 0.8924722770262568}",25,0,-115.74683883193907,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.8915682881953289}",20,0,-98.29555287636818,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.890660733092437}",25,0,-23.640238047338325,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.8897496153478003}",30,0,-93.59872499850277,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.8888349386058886}",20,0,-79.47785418651901,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.8879167065254074}",30,0,-88.6315252226306,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
240,False,"{'a': 0.002, 'e': 0.8869949227792842}",25,0,-154.04397966580703,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
241,False,"{'a': 0.002, 'e': 0.8860695910546524}",30,0,-194.51861978913345,"{0: 13, 1: 8, 2: 5, 3: 2, 4: 2}",0
242,False,"{'a': 0.002, 'e': 0.8851407150528379}",25,0,-165.98286862616217,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
243,False,"{'a': 0.002, 'e': 0.8842082984893433}",20,0,-64.71524812731263,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
244,False,"{'a': 0.002, 'e': 0.8832723450938338}",20,10,-29.31777072552219,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.8823328586101216}",20,0,-122.33296390257355,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
246,False,"{'a': 0.002, 'e': 0.8813898427961513}",30,0,-188.5586172765997,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
247,False,"{'a': 0.002, 'e': 0.880443301423985}",25,0,-80.46045921751539,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
248,False,"{'a': 0.002, 'e': 0.879493238279787}",30,0,-226.0520885850739,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
249,False,"{'a': 0.002, 'e': 0.8785396571638084}",20,0,-55.096991600059845,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.8775825618903728}",20,0,-91.67628264062488,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
251,False,"{'a': 0.002, 'e': 0.8766219562878595}",25,13,-52.428773150826665,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
252,False,"{'a': 0.002, 'e': 0.87565784419869}",20,0,-17.125315836958556,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
253,False,"{'a': 0.002, 'e': 0.8746902294793112}",20,0,-44.914272674131766,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
254,False,"{'a': 0.002, 'e': 0.8737191160001807}",30,0,-91.1815276998582,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
255,False,"{'a': 0.002, 'e': 0.8727445076457513}",30,22,-12.457325521029988,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.8717664083144548}",25,8,-76.50432918699903,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
257,False,"{'a': 0.002, 'e': 0.8707848219186876}",25,0,-190.04483453629481,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
258,False,"{'a': 0.002, 'e': 0.8697997523847936}",20,0,-77.47066940307741,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
259,False,"{'a': 0.002, 'e': 0.8688112036530499}",25,0,-81.24470056465712,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.8678191796776499}",30,0,-66.75896300670779,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
261,False,"{'a': 0.002, 'e': 0.8668236844266883}",30,22,-9.727281176700881,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.8658247218821449}",20,0,-176.9447303159451,"{0: 7, 1: 1, 2: 8, 3: 3, 4: 1}",0
263,False,"{'a': 0.002, 'e': 0.8648222960398682}",20,0,-205.1192919709044,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
264,False,"{'a': 0.002, 'e': 0.8638164109095605}",20,0,-14.28854023184075,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.862807070514761}",30,0,-111.6147575416955,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
266,False,"{'a': 0.002, 'e': 0.8617942788928298}",35,0,-229.9835472296028,"{0: 19, 1: 2, 2: 7, 3: 5, 4: 2}",0
267,False,"{'a': 0.002, 'e': 0.8607780400949321}",30,6,-51.88680855606719,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
268,False,"{'a': 0.002, 'e': 0.8597583581860216}",25,5,-120.32824844331678,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",1
269,False,"{'a': 0.002, 'e': 0.8587352372448249}",20,0,-94.42094387653813,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
270,False,"{'a': 0.002, 'e': 0.8577086813638242}",20,0,-68.20454898708604,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
271,False,"{'a': 0.002, 'e': 0.8566786946492415}",25,11,20.55084757443134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.8556452812210225}",20,0,-35.94737850088549,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
273,False,"{'a': 0.002, 'e': 0.8546084452128195}",20,6,-21.235415609131042,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.8535681907719751}",25,0,-170.81200698175527,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
275,False,"{'a': 0.002, 'e': 0.8525245220595057}",25,0,-132.25218652375892,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
276,False,"{'a': 0.002, 'e': 0.8514774432500848}",25,0,-183.4871256092554,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
277,False,"{'a': 0.002, 'e': 0.8504269585320262}",20,0,-57.301646474471454,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.8493730721072673}",20,1,-61.10705667710971,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.8483157881913526}",20,0,-78.64312660761786,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
280,False,"{'a': 0.002, 'e': 0.8472551110134161}",20,0,-47.875164798864546,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.8461910448161652}",20,7,-35.55936722699771,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.8451235938558634}",25,0,-111.90957017103497,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.844052762402313}",25,10,-48.248153229931575,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
284,False,"{'a': 0.002, 'e': 0.8429785547388383}",25,0,-113.25868051608808,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
285,False,"{'a': 0.002, 'e': 0.8419009751622687}",20,0,-81.46613897096563,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
286,False,"{'a': 0.002, 'e': 0.840820027982921}",20,0,-124.47218870883201,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
287,False,"{'a': 0.002, 'e': 0.8397357175245823}",25,0,0.34170055108633934,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.002, 'e': 0.8386480481244933}",35,0,-91.8438310575134,"{0: 23, 1: 4, 2: 6, 3: 2, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.8375570241333301}",20,0,-37.731641842874794,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.002, 'e': 0.8364626499151869}",20,0,-50.708454547416544,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
291,False,"{'a': 0.002, 'e': 0.8353649298475594}",20,0,-21.70408897917985,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.002, 'e': 0.8342638683213264}",25,0,-130.48466411611142,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
293,False,"{'a': 0.002, 'e': 0.8331594697407324}",20,0,-145.89194088490368,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
294,False,"{'a': 0.002, 'e': 0.8320517385233703}",20,0,-150.60479119601396,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
295,False,"{'a': 0.002, 'e': 0.8309406791001634}",25,0,-83.4083976395963,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
296,False,"{'a': 0.002, 'e': 0.8298262959153483}",20,0,-29.07303353970022,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.8287085934264558}",25,0,-190.1315709188171,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
298,False,"{'a': 0.002, 'e': 0.8275875761042946}",20,0,-119.70780795932595,"{0: 10, 1: 0, 2: 7, 3: 3, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.8264632484329323}",20,2,-36.174979290806405,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
300,False,"{'a': 0.002, 'e': 0.8253356149096783}",20,0,-56.52857178317855,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.8242046800450651}",20,0,-59.97976347281057,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.8230704483628307}",25,0,-122.99794331144354,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
303,False,"{'a': 0.002, 'e': 0.8219329243999003}",20,0,-11.338495934248105,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.002, 'e': 0.8207921127063681}",25,0,-46.5707545234225,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
305,False,"{'a': 0.002, 'e': 0.8196480178454795}",30,0,-68.84696628498742,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
306,False,"{'a': 0.002, 'e': 0.8185006443936125}",25,0,-85.73305548621727,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
307,False,"{'a': 0.002, 'e': 0.8173499969402591}",25,0,-147.9961287103685,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
308,False,"{'a': 0.002, 'e': 0.8161960800880078}",20,2,11.446937951197775,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.8150388984525244}",25,0,-155.8018939100092,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
310,False,"{'a': 0.002, 'e': 0.8138784566625339}",20,0,-119.83687859351166,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
311,False,"{'a': 0.002, 'e': 0.812714759359802}",20,0,-92.52428807433424,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.8115478111991162}",30,0,-54.76983778162003,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.8103776168482677}",25,0,-95.00510710624044,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
314,False,"{'a': 0.002, 'e': 0.8092041809880323}",20,0,-149.50446625699743,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",1
315,False,"{'a': 0.002, 'e': 0.8080275083121519}",20,0,-118.09963017739153,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
316,False,"{'a': 0.002, 'e': 0.8068476035273155}",20,0,-65.93373750259573,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.8056644713531409}",20,5,-1.9472694740494052,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.8044781165221552}",30,0,-77.85505157013804,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
319,False,"{'a': 0.002, 'e': 0.8032885437797759}",20,0,-96.09436350576867,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.8020957578842927}",25,0,-41.10721258843218,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
321,False,"{'a': 0.002, 'e': 0.8008997636068472}",25,0,-90.41504534156388,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.7997005657314152}",25,13,-48.462077826884666,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.7984981690547867}",25,0,-121.54287186190395,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
324,False,"{'a': 0.002, 'e': 0.7972925783865465}",25,0,-121.38856805260781,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
325,False,"{'a': 0.002, 'e': 0.7960837985490559}",20,4,-68.61307256536155,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.7948718343774324}",20,0,-63.00493382141367,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
327,False,"{'a': 0.002, 'e': 0.7936566907195313}",25,10,-49.0244623121612,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.7924383724359255}",20,0,-60.23095877258948,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
329,False,"{'a': 0.002, 'e': 0.7912168843998866}",20,0,-84.24360746323833,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
330,False,"{'a': 0.002, 'e': 0.7899922314973651}",30,0,-154.8748590897894,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
331,False,"{'a': 0.002, 'e': 0.7887644186269709}",20,0,-57.16203842806986,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
332,False,"{'a': 0.002, 'e': 0.7875334506999538}",25,0,-96.33459164783474,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
333,False,"{'a': 0.002, 'e': 0.7862993326401839}",20,0,-153.6515271732182,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
334,False,"{'a': 0.002, 'e': 0.785062069384132}",25,0,-124.19706541596359,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
335,False,"{'a': 0.002, 'e': 0.7838216658808492}",20,0,-161.05573646312968,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
336,False,"{'a': 0.002, 'e': 0.7825781270919481}",20,0,-116.00443517244689,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
337,False,"{'a': 0.002, 'e': 0.781331457991582}",20,2,-160.0321238980907,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 3}",1
338,False,"{'a': 0.002, 'e': 0.7800816635664256}",25,0,-100.2625004834035,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
339,False,"{'a': 0.002, 'e': 0.7788287488156552}",25,0,-99.32070743269115,"{0: 13, 1: 7, 2: 2, 3: 3, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.7775727187509279}",25,0,-71.60531274376063,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
341,False,"{'a': 0.002, 'e': 0.7763135783963624}",25,0,-124.76875683073392,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
342,False,"{'a': 0.002, 'e': 0.7750513327885183}",20,0,-95.48769063056005,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
343,False,"{'a': 0.002, 'e': 0.7737859869763766}",25,0,-93.99162253403757,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
344,False,"{'a': 0.002, 'e': 0.7725175460213186}",30,8,-138.9949166442307,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 3}",1
345,False,"{'a': 0.002, 'e': 0.7712460149971065}",25,0,-97.88325895280433,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.002, 'e': 0.7699713989898629}",20,0,-48.62337979429085,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.002, 'e': 0.7686937030980499}",20,12,-17.292418029565766,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.7674129324324493}",20,0,-12.37543187941368,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.002, 'e': 0.7661290921161423}",20,15,3.332759334223155,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.7648421872844884}",30,0,-106.94013185618701,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
351,False,"{'a': 0.002, 'e': 0.7635522230851051}",30,2,-141.79690976486177,"{0: 18, 1: 0, 2: 6, 3: 3, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.7622592046778476}",30,2,-101.7623181362301,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 2}",1
353,False,"{'a': 0.002, 'e': 0.7609631372347876}",25,0,4.237427698576754,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.002, 'e': 0.7596640259401933}",20,1,-59.399222728425656,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.7583618759905082}",20,0,-25.59198617306204,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
356,False,"{'a': 0.002, 'e': 0.7570566925943303}",30,0,-135.53162077125782,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.7557484809723913}",25,14,1.0095248957151177,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.7544372463575362}",20,0,-74.97684289770879,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.7531229939947015}",20,0,-103.11747672819469,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
360,False,"{'a': 0.002, 'e': 0.751805729140895}",30,3,-115.30925957987907,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 1}",1
361,False,"{'a': 0.002, 'e': 0.7504854570651743}",20,7,-2.2355738127506046,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.7491621830486261}",20,3,-102.22040621679126,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
363,False,"{'a': 0.002, 'e': 0.7478359123843445}",20,0,-58.81889276975409,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.7465066503774105}",20,0,-142.93717644020194,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
365,False,"{'a': 0.002, 'e': 0.7451744023448704}",25,0,-69.68246640971383,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
366,False,"{'a': 0.002, 'e': 0.7438391736157144}",20,10,-74.76620903627085,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 1}",1
