trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.002, 'e': 0.4518128007017902}",25,13,1.882305139924618,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.45002767272740274}",30,20,6.507959410399647,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.4482407446429244}",25,0,-65.48689549177368,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
554,False,"{'a': 0.002, 'e': 0.4464520235960651}",35,23,-20.065618927835473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
555,False,"{'a': 0.002, 'e': 0.44466151674170673}",30,23,10.285072616279987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.4428692312418743}",25,0,-18.515769827260957,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
557,False,"{'a': 0.002, 'e': 0.44107517426570736}",25,2,-53.52439756515297,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
558,False,"{'a': 0.002, 'e': 0.43927935298943144}",20,2,-24.889690569595523,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.4374817745963293}",20,3,18.16737403702225,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.43568244627671204}",20,0,-26.02466361931913,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
561,False,"{'a': 0.002, 'e': 0.43388137522789066}",25,0,-50.398372046352875,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
562,False,"{'a': 0.002, 'e': 0.4320785686541468}",25,0,8.42778185118203,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.4302740337667045}",20,15,-1.8779832338249467,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.42846777778370077}",25,17,15.231087586819832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.42665980793015723}",20,0,-5.920490924920744,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
566,False,"{'a': 0.002, 'e': 0.4248501314379508}",20,0,16.61104711536848,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.002, 'e': 0.42303875554578513}",25,0,-45.67405511544695,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
568,False,"{'a': 0.002, 'e': 0.42122568749916134}",25,0,-57.775187171384395,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
569,False,"{'a': 0.002, 'e': 0.4194109345503491}",25,0,-51.50287967360094,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
570,False,"{'a': 0.002, 'e': 0.41759450395835795}",20,5,-55.84112031210681,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
571,False,"{'a': 0.002, 'e': 0.4157764029889078}",30,0,7.744312707988152,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
572,False,"{'a': 0.002, 'e': 0.4139566389144}",20,0,-59.91870190097693,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
573,False,"{'a': 0.002, 'e': 0.4121352190138885}",20,8,6.307644331531957,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.4103121505730504}",20,0,17.640133861976214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
575,False,"{'a': 0.002, 'e': 0.40848744088415717}",20,3,8.925166202610036,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.40666109724604504}",25,0,-28.2971696004068,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
577,False,"{'a': 0.002, 'e': 0.4048331269640863}",20,0,12.979253367383226,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
578,False,"{'a': 0.002, 'e': 0.4030035373501593}",25,1,-15.506073728416471,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.4011723357226203}",25,11,-18.46238170215584,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.3993395294062732}",20,0,-16.07861716702423,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
581,False,"{'a': 0.002, 'e': 0.397505125732341}",30,18,16.3486933705749,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.39566913203843584}",25,1,-34.94711108647798,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
583,False,"{'a': 0.002, 'e': 0.3938315556685301}",20,10,10.861316283586554,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.39199240397292684}",25,14,-45.65734462136563,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
585,False,"{'a': 0.002, 'e': 0.3901516843082303}",20,0,7.45471250971831,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.002, 'e': 0.38830940403731673}",20,8,-2.9144465896436755,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.38646557052930475}",20,9,-3.2445164550589762,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.38462019115952595}",20,0,14.702711266228956,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
589,False,"{'a': 0.002, 'e': 0.3827732733094953}",20,0,13.287411388221415,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
590,False,"{'a': 0.002, 'e': 0.3809248243668818}",20,8,14.184415521832513,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.3790748517254788}",25,5,18.58859006217063,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.37722336278517427}",25,12,-32.57192441945207,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
593,False,"{'a': 0.002, 'e': 0.37537036495192155}",25,0,4.975175598290271,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.37351586563770955}",20,13,12.410202133865383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.371659872260533}",20,6,-11.176278483965191,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.36980239224436295}",20,0,10.88125686120042,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
597,False,"{'a': 0.002, 'e': 0.36794343301911697}",25,18,4.128754231881901,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.36608300202062954}",25,0,5.28571981746685,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
599,False,"{'a': 0.002, 'e': 0.36422110669062213}",30,19,15.101314514173339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3623577544766736}",20,0,11.429737145699656,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
601,False,"{'a': 0.002, 'e': 0.3604929528321903}",25,0,-105.32480223600676,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
602,False,"{'a': 0.002, 'e': 0.35862670921637635}",35,13,-23.44974962789114,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.35675903109420365}",25,13,-2.3221954206343502,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.3548899259363823}",20,4,-132.84689849773295,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 3}",1
605,False,"{'a': 0.002, 'e': 0.35301940121933034}",20,0,-0.4212852413099579,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
606,False,"{'a': 0.002, 'e': 0.3511474644251443}",20,8,-14.106803152355837,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.34927412304156863}",25,0,2.440860289221054,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
608,False,"{'a': 0.002, 'e': 0.34739938456196656}",25,17,13.362772790302621,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.3455232564852894}",30,8,-66.51391021564349,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 2}",1
610,False,"{'a': 0.002, 'e': 0.34364574631604705}",30,13,32.97471978168115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.3417668615642776}",20,0,-24.992212787543874,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
612,False,"{'a': 0.002, 'e': 0.3398866097455176}",35,23,9.05867926518762,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.33800499838077175}",20,0,11.162768865941473,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.3361220349964831}",30,19,-7.481286871025219,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.3342377271245026}",25,18,13.21891403743655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.33235208230205926}",20,3,29.807605275239588,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.33046510807172985}",30,18,9.276963534971927,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.3285768119814088}",20,14,11.488322343108871,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.3266872015842779}",25,9,8.69793770828166,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.32479628443877623}",20,12,7.99377100700427,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.3229040681085699}",20,3,-25.336240972052924,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.002, 'e': 0.32101056016252166}",20,0,29.93136521564653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.002, 'e': 0.31911576817466075}",25,11,23.602029819782395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.3172196997241527}",30,15,-19.2218513388594,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.002, 'e': 0.3153223623952687}",25,19,13.995991025128667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.3134237637773555}",25,0,-95.89661880863144,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
627,False,"{'a': 0.002, 'e': 0.31152391146480507}",20,9,16.69580365585814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.3096228130570242}",20,12,17.500544582473246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.3077204761584039}",30,4,34.33784704810514,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.3058169083782893}",25,8,-32.157945782331915,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.3039121173309489}",20,2,-5.928545076691957,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.30200611063554444}",25,0,3.437830219472171,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
633,False,"{'a': 0.002, 'e': 0.3000988959161001}",20,6,-63.446805342597145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
634,False,"{'a': 0.002, 'e': 0.2981904808014722}",20,11,-4.169396424387917,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2962808729253187}",20,0,-26.19108104548561,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.29437007992606856}",25,11,-32.27071396814644,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
637,False,"{'a': 0.002, 'e': 0.29245810944689116}",20,0,4.959395735343133,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.002, 'e': 0.29054496913566596}",20,1,-0.75967517489235,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.2886306666449516}",35,21,-4.581123879606801,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.28671520963195546}",20,9,22.557911099644702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.28479860575850313}",20,0,28.37512955698026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
642,False,"{'a': 0.002, 'e': 0.2828808626910075}",25,0,-60.591643239606206,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
643,False,"{'a': 0.002, 'e': 0.28096198810043826}",25,10,23.24173166165012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.2790419896622912}",25,6,29.52467602546869,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.2771208750565576}",25,14,-1.1558432189959815,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.2751986519676933}",20,2,-26.632590555567457,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
647,False,"{'a': 0.002, 'e': 0.273275328084588}",20,6,-4.302770729163127,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2713509111005347}",25,16,7.7541397975618125,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.26942540871319887}",30,16,13.096015056363505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.26749882862458735}",30,4,-89.93212721434448,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.265571178541018}",25,15,-7.695921393578081,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2636424661730887}",30,6,-92.16690956629415,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 2}",1
653,False,"{'a': 0.002, 'e': 0.2617126992356461}",25,14,-12.600576437650563,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.25978188544775555}",25,10,14.634467369191295,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.2578500325326696}",20,14,10.304083434591295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2559171482177973}",20,3,2.001870490650707,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.2539832402346734}",20,7,0.2626140434578943,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.25204831631892716}",30,11,23.46449212921323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.25011238421025167}",25,12,-1.45060595278655,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.2481754516523729}",30,7,13.361669336750335,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.24623752639301838}",20,1,20.612628798418903,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.24429861618388662}",25,11,8.889338142320806,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.24235872878061585}",25,7,29.795726864131172,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2404178719427531}",20,9,-7.447496972898344,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.23847605343372313}",20,0,23.66387441215913,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
666,False,"{'a': 0.002, 'e': 0.2365332810207974}",30,8,18.20289706097326,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.23458956247506296}",25,14,7.721022225609483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.23264490557139142}",25,10,24.357081373738986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.23069931808840777}",25,2,30.89150046691364,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.22875280780845939}",30,13,29.86013486215739,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.22680538251758475}",20,4,21.85204402797607,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.22485705000548248}",25,12,13.228266309199151,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.22290781806547996}",30,8,-27.80877787137348,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
674,False,"{'a': 0.002, 'e': 0.22095769449450242}",20,0,-4.052286758102211,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
675,False,"{'a': 0.002, 'e': 0.2190066870930415}",25,0,-94.94411426175806,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 2}",0
676,False,"{'a': 0.002, 'e': 0.2170548036651242}",25,7,28.41791776258444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.21510205201828167}",20,7,-42.164812013254945,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
678,False,"{'a': 0.002, 'e': 0.21314843996351784}",25,9,8.870519123803902,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.2111939753152784}",20,4,16.12155441457615,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.20923866589141926}",30,10,-45.77933806615759,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.20728251951317553}",20,0,8.393739406633332,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
682,False,"{'a': 0.002, 'e': 0.20532554400513015}",20,6,25.199069877870034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.2033677471951825}",20,10,19.38767725622091,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.20140913691451723}",20,9,17.014880027230017,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.19944972099757285}",25,1,29.71289147681408,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.19748950728201042}",30,0,-11.200152783871253,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
687,False,"{'a': 0.002, 'e': 0.19552850360868218}",20,13,15.374520385935323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.1935667178216002}",20,8,-0.19262030527157714,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.19160415776790501}",25,10,2.0375743247109837,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.18964083129783424}",35,25,6.283759217874424,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.18767674626469114}",20,0,20.194184264125084,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.1857119105248132}",20,5,3.3315959815100307,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.18374633193754078}",20,0,-10.40686346428345,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
694,False,"{'a': 0.002, 'e': 0.18178001836518562}",25,14,-19.64772178295132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.002, 'e': 0.17981297767299934}",25,7,32.1825026799268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.17784521772914214}",25,7,17.07565332631692,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.17587674640465115}",20,0,-6.604157611196296,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
698,False,"{'a': 0.002, 'e': 0.17390757157340905}",30,6,-5.73355344643384,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.002, 'e': 0.1719377011121125}",25,6,8.586665181896826,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
700,False,"{'a': 0.002, 'e': 0.16996714290024081}",25,14,14.71032339787814,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.1679959048200241}",20,6,22.543667511529573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.1660239947564121}",25,8,-85.56826942428202,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
703,False,"{'a': 0.002, 'e': 0.16405142059704247}",35,20,-56.54122653995723,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
704,False,"{'a': 0.002, 'e': 0.1620781902322094}",20,0,28.754271281582703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.002, 'e': 0.16010431155483126}",20,15,10.77033937215977,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.1581297924604204}",20,0,14.186117428925513,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
707,False,"{'a': 0.002, 'e': 0.15615464084705052}",20,12,10.277999886654213,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.15417886461532546}",20,6,24.07932404180929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.15220247166834752}",20,15,1.9894600783754612,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.15022546991168584}",20,6,24.71371987894401,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.14824786725334482}",20,7,9.9153447704396,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.14626967160373244}",30,4,-14.246359405228892,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
713,False,"{'a': 0.002, 'e': 0.14429089087562866}",20,0,35.50587049681359,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.002, 'e': 0.14231153298415378}",30,16,4.7739304248100165,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.1403316058467367}",20,8,22.16760399066143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.13835111738308337}",30,17,25.387256348587343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.13637007551514496}",35,15,35.23196948034804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.13438848816708632}",20,14,7.647818515851729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.13240636326525418}",25,4,26.236621092222094,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.13042370873814554}",30,15,3.787308448528771,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.12844053251637583}",25,14,7.4653750686049305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.12645684253264733}",25,13,22.629897930782548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.12447264672171729}",20,6,23.553563567410254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.12248795302036633}",25,13,19.530328693172933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.1205027693673666}",25,7,11.965804893450807,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.11851710370345009}",20,2,20.740510439134766,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.11653096397127677}",20,15,8.598469487162138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.11454435811540295}",20,14,0.7018280154858343,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.11255729408224939}",25,11,2.7488436654604023,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.11056977982006957}",25,15,20.286257652549306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.10858182327891791}",25,2,19.972317147502004,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.10659343241061792}",25,15,21.679345326593396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.10460461516873039}",20,7,22.92167767717211,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.10261537950852166}",30,8,35.548274931159284,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.10062573338693172}",20,6,24.502135728238695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
